budget,company,country,director,genre,gross,name,rating,released,runtime,score,star,votes,writer,year,Column1,Name2,tweets analyzed,movieTermCount,total retweets,positive percentage,positive retweets,negative percentage,negative retweets,neutral tweet percentage,P_N,P_N_N,P_Nratio,PandN/Nratio
0,Fox Searchlight Pictures,USA,Noah Baumbach,Comedy,2461121,Mistress America,R,42251,84,6.7,Greta Gerwig,19140,Noah Baumbach,2015,6532,Mistress America,12,12,0,33.33333333,0,33.33333333,0,33.33333333,0,0,1,2
0,EMA Films,Canada,François Simard,Action,50000,Turbo Kid,UNRATED,42244,93,6.7,Munro Chambers,20452,François Simard,2015,6544,Turbo Kid,12,12,2,25,0,8.333333333,0,66.66666667,1,1,3,11
2000000,Caviar,USA,Marielle Heller,Drama,1477002,The Diary of a Teenage Girl,R,42244,102,6.9,Bel Powley,22916,Phoebe Gloeckner,2015,6456,The Diary of a Teenage Girl,10,10,0,50,0,10,0,40,1,2,5,9
28000000,PalmStar Media,USA,Nima Nourizadeh,Action,14434604,American Ultra,R,42237,100,6.1,Jesse Eisenberg,67391,Max Landis,2015,6500,American Ultra,9,9,0,77.77777778,0,0,0,22.22222222,1,2,0,0
35000000,Twentieth Century Fox Film Corporation,USA,Aleksander Bach,Action,22464430,Hitman: Agent 47,R,42237,96,5.7,Rupert Friend,72970,Skip Woods,2015,6426,Hitman: Agent 47,13,13,3,23.07692308,0,23.07692308,0,53.84615385,0,1,1,3.333333333
28000000,Universal Pictures,USA,F. Gary Gray,Biography,161197785,Straight Outta Compton,R,42230,147,7.9,O'Shea Jackson Jr.,146861,Jonathan Herman,2015,6415,Straight Outta Compton,8,8,0,25,0,25,0,50,0,1,1,3
75000000,Warner Bros.,USA,Guy Ritchie,Action,45445109,The Man from U.N.C.L.E.,PG-13,42230,116,7.3,Henry Cavill,212440,Guy Ritchie,2015,6401,The Man from U.N.C.L.E.,21,21,4,38.0952381,2,9.523809524,0,52.38095238,1,1,4,9.5
0,Sycamore Pictures,USA,Anna Boden,Comedy,129747,Mississippi Grind,R,42229,108,6.3,Ben Mendelsohn,13207,Anna Boden,2015,6575,Mississippi Grind,10,10,0,70,0,20,0,10,1,2,3.5,4
8000000,Lionsgate,USA,Mark Neveldine,Horror,1712111,The Vatican Tapes,PG-13,42223,91,5.1,Olivia Taylor Dudley,13305,Christopher Borrelli,2015,6598,The Vatican Tapes,5,5,1,40,0,0,0,60,1,1,0,0
18000000,Clinica Estetico,USA,Jonathan Demme,Comedy,26822144,Ricki and the Flash,PG-13,42223,101,6,Meryl Streep,18428,Diablo Cody,2015,6535,Ricki and the Flash,5,5,0,0,0,40,0,60,0,1,0,1.5
120000000,Twentieth Century Fox Film Corporation,USA,Josh Trank,Action,56117548,Fantastic Four,PG-13,42223,100,4.3,Miles Teller,125934,Jeremy Slater,2015,6438,Fantastic Four,7,7,0,85.71428571,0,0,0,14.28571429,1,2,0,0
25000000,StudioCanal,UK,Mark Burton,Animation,19375982,Shaun the Sheep Movie,PG,42221,85,7.4,Justin Fletcher,28138,Mark Burton,2015,6592,Shaun the Sheep Movie,48,48,14,45.83333333,0,4.166666667,3,50,1,1,11,23
0,MM Productions,USA,Mary Agnes Donoghue,Comedy,2254,Jenny's Wedding,PG-13,42216,94,5.5,Katherine Heigl,7852,Mary Agnes Donoghue,2015,6553,Jenny's Wedding,7,7,1,28.57142857,1,28.57142857,0,42.85714286,0,1,1,2.5
9400000,Panorama Studios,India,Nishikant Kamat,Crime,739478,Drishyam,NOT RATED,42216,163,8.4,Ajay Devgn,42547,Jeethu Joseph,2015,6531,Drishyam,25,25,0,24,0,4,0,72,1,1,6,24
12000000,Fox 2000 Pictures,USA,Jake Schreier,Drama,32000304,Paper Towns,PG-13,42209,109,6.3,Nat Wolff,76635,Scott Neustadter,2015,6452,Paper Towns,32,32,1,15.625,0,6.25,0,78.125,1,1,2.5,15
0,Coup d'Etat Films,USA,Kyle Patrick Alvarez,Biography,643557,The Stanford Prison Experiment,R,42202,122,6.9,Ezra Miller,23757,Tim Talbott,2015,6433,The Stanford Prison Experiment,6,6,0,16.66666667,0,50,0,33.33333333,0,0,0.333333333,1
130000000,Gary Sanchez Productions,USA,Peyton Reed,Action,180202163,Ant-Man,PG-13,42202,117,7.3,Paul Rudd,388417,Edgar Wright,2015,6414,Ant-Man,6,6,0,66.66666667,0,0,0,33.33333333,1,2,0,0
14800000,Warner Bros.,USA,Gregory Jacobs,Comedy,66013057,Magic Mike XXL,R,42186,115,5.6,Channing Tatum,44006,Reid Carolin,2015,6446,Magic Mike XXL,18,18,1,38.88888889,0,16.66666667,0,44.44444444,1,1,2.333333333,4.999999999
155000000,Paramount Pictures,USA,Alan Taylor,Action,89760956,Terminator Genisys,PG-13,42186,126,6.5,Arnold Schwarzenegger,212532,Laeta Kalogridis,2015,6387,Terminator Genisys,19,19,6,21.05263158,1,15.78947368,0,63.15789474,1,1,1.333333334,5.333333335
150000000,Universal Pictures,USA,Colin Trevorrow,Action,652270625,Jurassic World,PG-13,42167,124,7,Chris Pratt,469200,Rick Jaffa,2015,6392,Jurassic World,5,5,0,80,0,20,0,0,1,2,4,4
1400000,Buffalo Films,Colombia,Ciro Guerra,Adventure,1329249,Embrace of the Serpent,NOT RATED,42149,125,7.9,Nilbio Torres,13698,Ciro Guerra,2015,6589,Embrace of the Serpent,8,8,0,75,0,0,0,25,1,2,0,0
29000000,Brownstone Productions (II),USA,Elizabeth Banks,Comedy,184296230,Pitch Perfect 2,PG-13,42139,115,6.4,Anna Kendrick,112447,Kay Cannon,2015,6411,Pitch Perfect 2,14,14,2,50,2,0,0,50,1,0,0,0
150000000,Warner Bros. Pictures,Australia,George Miller,Action,153636354,Mad Max: Fury Road,R,42139,120,8.1,Tom Hardy,661575,George Miller,2015,6382,Mad Max: Fury Road,11,11,16,36.36363636,0,27.27272727,1,36.36363636,1,0,1.333333333,2.666666667
250000000,Marvel Studios,USA,Joss Whedon,Action,459005868,Avengers: Age of Ultron,PG-13,42125,141,7.4,Robert Downey Jr.,537832,Joss Whedon,2015,6399,Avengers: Age of Ultron,15,15,0,40,0,20,0,40,1,0,2,4
25000000,Lakeshore Entertainment,USA,Lee Toland Krieger,Drama,42478175,The Age of Adaline,PG-13,42118,112,7.2,Blake Lively,118727,J. Mills Goodloe,2015,6418,The Age of Adaline,5,5,0,40,0,0,0,60,1,1,0,0
15000000,Universal Pictures International (UPI),UK,Alex Garland,Drama,25442958,Ex Machina,R,42118,108,7.7,Alicia Vikander,355666,Alex Garland,2014,6164,Ex Machina,5,5,0,40,0,0,0,60,1,1,0,0
30000000,Columbia Pictures,USA,Andy Fickman,Action,71038190,Paul Blart: Mall Cop 2,PG,42111,94,4.4,Kevin James,27268,Kevin James,2015,6569,Paul Blart: Mall Cop 2,5,5,0,20,0,40,0,40,0,0,0.5,1.5
34000000,Fox 2000 Pictures,USA,George Tillman Jr.,Drama,37432299,The Longest Ride,PG-13,42104,123,7.1,Scott Eastwood,61182,Nicholas Sparks,2015,6448,The Longest Ride,17,17,5,76.47058824,5,11.76470588,0,11.76470588,1,2,6.500000002,7.500000002
0,Armory Films,USA,Jordan Rubin,Comedy,8163,Zombeavers,R,42083,77,4.8,Rachel Melvin,12863,Al Kaplan,2014,6292,Zombeavers,14,14,4,35.71428571,4,7.142857143,0,57.14285714,1,1,4.999999999,13
95000000,Allison Shearmur Productions,USA,Kenneth Branagh,Drama,201151353,Cinderella,PG,42076,105,7,Lily James,121576,Chris Weitz,2015,6395,Cinderella,8,8,1,25,0,12.5,0,62.5,1,1,2,7
17000000,Mayhem Pictures,USA,Niki Caro,Biography,44469602,"McFarland, USA",PG,42055,129,7.4,Kevin Costner,27814,Christopher Cleveland,2015,6545,"McFarland, USA",15,15,1,73.33333333,0,6.666666667,0,20,1,2,11,14
40000000,Focus Features,USA,Sam Taylor-Johnson,Drama,166167230,Fifty Shades of Grey,R,42048,125,4.1,Dakota Johnson,250086,Kelly Marcel,2015,6386,Fifty Shades of Grey,9,9,3,0,0,22.22222222,0,77.77777778,0,1,0,3.5
81000000,Twentieth Century Fox Film Corporation,UK,Matthew Vaughn,Action,128261724,Kingsman: The Secret Service,R,42048,129,7.7,Colin Firth,467659,Jane Goldman,2014,6161,Kingsman: The Secret Service,12,12,3,58.33333333,2,16.66666667,0,25,1,2,3.499999999,4.999999999
74000000,Paramount Animation,USA,Paul Tibbitt,Animation,162994032,The SpongeBob Movie: Sponge Out of Water,PG,42041,92,6,Tom Kenny,38659,Glenn Berger,2015,6517,The SpongeBob Movie: Sponge Out of Water,21,21,20,19.04761905,0,0,0,80.95238095,1,1,0,0
176000000,Warner Bros.,USA,Lana Wachowski,Action,47387723,Jupiter Ascending,PG-13,42041,127,5.3,Channing Tatum,153531,Lilly Wachowski,2015,6404,Jupiter Ascending,10,10,5,30,4,20,0,50,1,1,1.5,4
12000000,Insurge Pictures,USA,Dean Israelite,Sci-Fi,22331028,Project Almanac,PG-13,42034,106,6.4,Amy Landecker,65169,Jason Pagan,2015,6504,Project Almanac,38,38,2,23.68421053,1,2.631578947,0,73.68421053,1,1,9.000000003,37.00000001
20000000,Before The Door Pictures,USA,J.C. Chandor,Crime,5740310,A Most Violent Year,R,42034,125,7,Oscar Isaac,52607,J.C. Chandor,2014,6261,A Most Violent Year,11,11,0,36.36363636,0,27.27272727,0,36.36363636,1,0,1.333333333,2.666666667
1000000,Rook Films,UK,Peter Strickland,Drama,32630,The Duke of Burgundy,UNRATED,42027,104,6.6,Sidse Babett Knudsen,8925,Peter Strickland,2014,6361,The Duke of Burgundy,18,18,5,55.55555556,5,11.11111111,0,33.33333333,1,2,5.000000001,8.000000001
23000000,LStar Capital,USA,Jeremy Garelick,Comedy,64460211,The Wedding Ringer,R,42020,101,6.7,Kevin Hart,60737,Jeremy Garelick,2015,6494,The Wedding Ringer,5,5,1,40,1,40,0,20,0,0,1,1.5
55000000,StudioCanal,UK,Paul King,Animation,76223578,Paddington,PG,42020,95,7.2,Hugh Bonneville,56480,Paul King,2014,6279,Paddington,6,6,0,33.33333333,0,33.33333333,0,33.33333333,0,0,1,2
24000000,Annapurna Pictures,USA,Bennett Miller,Biography,12096300,Foxcatcher,R,42020,134,7,Steve Carell,117034,E. Max Frye,2014,6246,Foxcatcher,32,32,5,40.625,0,18.75,3,40.625,1,0,2.166666667,4.333333333
0,BBC Films,UK,James Kent,Biography,1822030,Testament of Youth,PG-13,42020,129,7.3,Alicia Vikander,19225,Vera Brittain,2014,6206,Testament of Youth,13,13,0,15.38461538,0,7.692307692,0,76.92307692,1,1,1.999999999,12
58800000,Warner Bros.,USA,Clint Eastwood,Action,350126372,American Sniper,R,42020,133,7.3,Bradley Cooper,362949,Jason Hall,2014,6185,American Sniper,9,9,2,44.44444444,0,11.11111111,0,44.44444444,1,0,4,8
20000000,Ghoulardi Film Company,USA,Paul Thomas Anderson,Comedy,8110975,Inherent Vice,R,42013,148,6.7,Joaquin Phoenix,72027,Paul Thomas Anderson,2014,6226,Inherent Vice,12,12,22,50,20,8.333333333,0,41.66666667,1,2,6,11
0,Screen Australia,Australia,Michael Spierig,Drama,68372,Predestination,R,42013,97,7.5,Ethan Hawke,195819,Michael Spierig,2014,6207,Predestination,6,6,2,16.66666667,0,0,0,83.33333333,1,1,0,0
14000000,Black Bear Pictures,UK,Morten Tyldum,Biography,91125683,The Imitation Game,PG-13,41998,114,8,Benedict Cumberbatch,547832,Graham Moore,2014,6173,The Imitation Game,18,18,2,27.77777778,0,16.66666667,0,55.55555556,1,1,1.666666666,4.999999999
127000000,Twentieth Century Fox Film Corporation,UK,Shawn Levy,Adventure,113746621,Night at the Museum: Secret of the Tomb,PG,41992,98,6.2,Ben Stiller,78239,David Guion,2014,6235,Night at the Museum: Secret of the Tomb,8,8,0,37.5,0,0,0,62.5,1,1,0,0
250000000,New Line Cinema,New Zealand,Peter Jackson,Adventure,255119788,The Hobbit: The Battle of the Five Armies,PG-13,41990,144,7.4,Ian McKellen,396797,Fran Walsh,2014,6195,The Hobbit: The Battle of the Five Armies,18,18,2,38.88888889,2,5.555555556,0,55.55555556,1,1,7,17
140000000,Chernin Entertainment,UK,Ridley Scott,Action,65014513,Exodus: Gods and Kings,PG-13,41985,150,6,Christian Bale,140323,Adam Cooper,2014,6212,Exodus: Gods and Kings,26,26,3,19.23076923,1,3.846153846,0,76.92307692,1,1,5,25
0,Big Farm,Ireland,Tomm Moore,Animation,857522,Song of the Sea,PG,41983,93,8.1,David Rawle,35135,Will Collins,2014,6315,Song of the Sea,6,6,3,50,0,0,0,50,1,0,0,0
0,Code Red,USA,Justin Simien,Comedy,4404154,Dear White People,R,41977,108,6.2,Tyler James Williams,22518,Justin Simien,2014,6332,Dear White People,7,7,0,28.57142857,0,0,0,71.42857143,1,1,0,0
2000000,Screen Australia,Australia,Jennifer Kent,Drama,924279,The Babadook,NOT RATED,41971,93,6.8,Essie Davis,141407,Jennifer Kent,2014,6184,The Babadook,10,10,0,50,0,20,0,30,1,2,2.5,4
132000000,DreamWorks Animation,USA,Eric Darnell,Animation,83348920,Penguins of Madagascar,PG,41969,92,6.7,Tom McGrath,66287,Michael Colton,2014,6301,Penguins of Madagascar,7,7,1,71.42857143,0,0,0,28.57142857,1,2,0,0
42000000,BenderSpink,USA,Sean Anders,Comedy,54445357,Horrible Bosses 2,R,41969,108,6.3,Jason Bateman,129349,Sean Anders,2014,6260,Horrible Bosses 2,22,22,6,31.81818182,0,13.63636364,1,54.54545455,1,1,2.333333333,6.333333332
125000000,Color Force,USA,Francis Lawrence,Action,337135885,The Hunger Games: Mockingjay - Part 1,PG-13,41964,123,6.7,Jennifer Lawrence,341715,Peter Craig,2014,6198,The Hunger Games: Mockingjay - Part 1,20,20,15,40,12,10,3,50,1,1,4,9
7000000,Black Entertainment Television (BET),USA,Gina Prince-Bythewood,Drama,14618727,Beyond the Lights,PG-13,41957,116,6.9,Gugu Mbatha-Raw,12718,Gina Prince-Bythewood,2014,6342,Beyond the Lights,7,7,2,28.57142857,0,14.28571429,2,57.14285714,1,1,1.999999999,5.999999998
18000000,New Regency Pictures,USA,Alejandro González Iñárritu,Comedy,42340598,Birdman or (The Unexpected Virtue of Ignorance),R,41957,119,7.8,Michael Keaton,455260,Alejandro González Iñárritu,2014,6181,Birdman or (The Unexpected Virtue of Ignorance),17,17,2,52.94117647,1,17.64705882,1,29.41176471,1,2,3.000000001,4.666666668
165000000,FortyFour Studios,USA,Don Hall,Animation,222527828,Big Hero 6,PG,41950,102,7.8,Ryan Potter,320396,Jordan Roberts,2014,6191,Big Hero 6,10,10,15,60,15,10,0,30,1,2,6,9
8500000,Bold Films,USA,Dan Gilroy,Crime,32381218,Nightcrawler,R,41943,118,7.9,Jake Gyllenhaal,347271,Dan Gilroy,2014,6182,Nightcrawler,7,7,0,42.85714286,0,14.28571429,0,42.85714286,1,0,2.999999999,5.999999999
5000000,Anonymous Content,USA,Lynn Shelton,Comedy,440338,Laggies,R,41936,99,6.4,Keira Knightley,34852,Andrea Seigel,2014,6339,Laggies,12,12,0,25,0,16.66666667,0,58.33333333,1,1,1.5,4.999999999
20000000,Thunder Road Pictures,USA,Chad Stahelski,Action,43037835,John Wick,R,41936,101,7.3,Keanu Reeves,355140,Derek Kolstad,2014,6166,John Wick,5,5,6,40,5,20,1,40,1,0,2,4
1000000,GNK Productions,USA,Peter Sattler,Drama,9837,Camp X-Ray,R,41929,117,7,Kristen Stewart,33542,Peter Sattler,2014,6351,Camp X-Ray,7,7,0,57.14285714,0,0,0,42.85714286,1,2,0,0
28000000,Walt Disney Pictures,USA,Miguel Arteta,Comedy,66954149,"Alexander and the Terrible, Horrible, No Good, Very Bad Day",PG,41922,81,6.2,Steve Carell,33226,Rob Lieber,2014,6319,"Alexander and the Terrible, Horrible, No Good, Very Bad Day",11,11,0,18.18181818,0,27.27272727,0,54.54545455,0,1,0.666666667,2.666666667
70000000,Universal Pictures,USA,Gary Shore,Action,56280355,Dracula Untold,PG-13,41922,92,6.3,Luke Evans,152210,Matt Sazama,2014,6216,Dracula Untold,23,23,0,52.17391304,0,13.04347826,0,34.7826087,1,2,4,6.666666667
60000000,Laika Entertainment,USA,Graham Annable,Animation,50837305,The Boxtrolls,PG,41908,96,6.8,Ben Kingsley,46486,Irena Brignull,2014,6340,The Boxtrolls,13,13,1,46.15384615,0,7.692307692,0,46.15384615,1,0,6,12
28000000,1984 Private Defense Contractors,USA,Scott Frank,Crime,26307600,A Walk Among the Tombstones,R,41901,114,6.5,Liam Neeson,95753,Lawrence Block,2014,6271,A Walk Among the Tombstones,10,10,4,50,0,10,0,40,1,2,5,9
0,Verisimilitude,USA,Mike Cahill,Drama,334658,I Origins,R,41901,106,7.3,Michael Pitt,90264,Mike Cahill,2014,6245,I Origins,5,5,1,40,0,20,1,40,1,0,2,4
34000000,Twentieth Century Fox Film Corporation,USA,Wes Ball,Action,102427862,The Maze Runner,PG-13,41901,113,6.8,Dylan O'Brien,344991,Noah Oppenheim,2014,6169,The Maze Runner,10,10,0,40,0,30,0,30,1,2,1.333333333,2.333333333
0,Film4,UK,David Mackenzie,Crime,34100,Starred Up,NOT RATED,41877,106,7.4,Jack O'Connell,35739,Jonathan Asser,2013,6121,Starred Up,8,8,1,25,0,25,1,50,0,1,1,3
15000000,Affirm Films,USA,Thomas Carter,Drama,30127963,When the Game Stands Tall,PG,41873,115,6.7,Jim Caviezel,13653,Scott Marshall Smith,2014,6369,When the Game Stands Tall,6,6,2,83.33333333,2,0,0,16.66666667,1,2,0,0
65000000,Aldamisa Entertainment,USA,Frank Miller,Crime,13757804,Sin City: A Dame to Kill For,R,41873,102,6.5,Mickey Rourke,126091,Frank Miller,2014,6215,Sin City: A Dame to Kill For,5,5,1,20,0,0,0,80,1,1,0,0
90000000,Lionsgate,USA,Patrick Hughes,Action,39322544,The Expendables 3,PG-13,41866,126,6.1,Sylvester Stallone,141488,Sylvester Stallone,2014,6200,The Expendables 3,21,21,2,19.04761905,0,14.28571429,0,66.66666667,1,1,1.333333333,5.999999999
22000000,Amblin Entertainment,USA,Lasse Hallström,Comedy,54240821,The Hundred-Foot Journey,PG,41859,122,7.3,Helen Mirren,61319,Steven Knight,2014,6270,The Hundred-Foot Journey,32,32,0,65.625,0,6.25,0,28.125,1,2,10.5,15
170000000,Marvel Studios,USA,James Gunn,Action,333176600,Guardians of the Galaxy,PG-13,41852,121,8.1,Chris Pratt,791340,James Gunn,2014,6163,Guardians of the Galaxy,16,16,0,50,0,37.5,0,12.5,1,2,1.333333333,1.666666667
2400000,Abbolita Productions,USA,Jeff Baena,Comedy,80315,Life After Beth,R,41835,89,5.6,Aubrey Plaza,15603,Jeff Baena,2014,6341,Life After Beth,18,18,1,33.33333333,1,33.33333333,0,33.33333333,0,0,1,2
170000000,Chernin Entertainment,USA,Matt Reeves,Action,208545589,Dawn of the Planet of the Apes,PG-13,41831,130,7.6,Gary Oldman,355042,Mark Bomback,2014,6174,Dawn of the Planet of the Apes,12,12,0,41.66666667,0,25,0,33.33333333,1,2,1.666666667,3
13000000,Relativity Media,USA,Dave Green,Adventure,38916903,Earth to Echo,PG,41822,91,5.8,Teo Halm,16757,Henry Gayden,2014,6366,Earth to Echo,6,6,0,66.66666667,0,16.66666667,0,16.66666667,1,2,3.999999999,4.999999999
210000000,Paramount Pictures,USA,Michael Bay,Action,245439076,Transformers: Age of Extinction,PG-13,41817,165,5.7,Mark Wahlberg,263822,Ehren Kruger,2014,6177,Transformers: Age of Extinction,17,17,1,47.05882353,0,17.64705882,1,35.29411765,1,2,2.666666667,4.666666668
145000000,DreamWorks Animation,USA,Dean DeBlois,Animation,177002924,How to Train Your Dragon 2,PG,41803,102,7.8,Jay Baruchel,243596,Dean DeBlois,2014,6238,How to Train Your Dragon 2,15,15,0,33.33333333,0,6.666666667,0,60,1,1,4.999999999,14
50000000,Columbia Pictures,USA,Phil Lord,Action,191719337,22 Jump Street,R,41803,112,7.1,Channing Tatum,288814,Michael Bacall,2014,6178,22 Jump Street,12,12,0,25,0,25,0,50,0,1,1,3
12000000,Fox 2000 Pictures,USA,Josh Boone,Drama,124872350,The Fault in Our Stars,PG-13,41796,126,7.8,Shailene Woodley,280217,Scott Neustadter,2014,6180,The Fault in Our Stars,7,7,5,42.85714286,4,14.28571429,0,42.85714286,1,0,2.999999999,5.999999999
178000000,Warner Bros.,USA,Doug Liman,Action,100206256,Edge of Tomorrow,PG-13,41796,113,7.9,Tom Cruise,486882,Christopher McQuarrie,2014,6175,Edge of Tomorrow,10,10,3,40,0,10,0,50,1,1,4,9
40000000,Bluegrass Films,USA,Seth MacFarlane,Comedy,43139300,A Million Ways to Die in the West,R,41789,116,6.1,Seth MacFarlane,147947,Seth MacFarlane,2014,6214,A Million Ways to Die in the West,15,15,5,33.33333333,0,13.33333333,4,53.33333333,1,1,2.5,6.500000001
200000000,Twentieth Century Fox Film Corporation,USA,Bryan Singer,Action,233921534,X-Men: Days of Future Past,PG-13,41782,132,8,Patrick Stewart,565997,Simon Kinberg,2014,6183,X-Men: Days of Future Past,11,11,2,45.45454545,2,18.18181818,0,36.36363636,1,2,2.5,4.5
16000000,EuropaCorp,USA,Tommy Lee Jones,Drama,2428883,The Homesman,R,41777,122,6.6,Tommy Lee Jones,24489,Tommy Lee Jones,2014,6288,The Homesman,5,5,0,20,0,0,0,80,1,1,0,0
25000000,Walt Disney Pictures,USA,Craig Gillespie,Biography,36447959,Million Dollar Arm,PG,41775,124,7,Jon Hamm,38459,Tom McCarthy,2014,6350,Million Dollar Arm,19,19,0,63.15789474,0,0,0,36.84210526,1,2,0,0
200000000,Marvel Enterprises,USA,Marc Webb,Action,202853933,The Amazing Spider-Man 2,PG-13,41761,142,6.7,Andrew Garfield,352313,Alex Kurtzman,2014,6190,The Amazing Spider-Man 2,9,9,1,44.44444444,1,44.44444444,0,11.11111111,0,0,1,1.25
0,Razor Film Produktion GmbH,Saudi Arabia,Haifaa Al-Mansour,Comedy,1347578,La bicicleta verde,PG,41754,98,7.6,Waad Mohammed,14903,Haifaa Al-Mansour,2012,5922,La bicicleta verde,8,8,11,0,0,0,0,100,0,1,0,0
4000000,Baby Way Productions,USA,Michael Tiddes,Comedy,17329486,A Haunted House 2,R,41747,86,4.7,Marlon Wayans,16194,Marlon Wayans,2014,6375,A Haunted House 2,9,9,0,33.33333333,0,44.44444444,0,22.22222222,0,0,0.75,1.25
5000000,Gordon Bijelonic / Datari Turner Films,USA,John Stockwell,Biography,5565,Kid Cannabis,NOT RATED,41747,110,6.4,Jonathan Daniel Brown,8218,John Stockwell,2014,6362,Kid Cannabis,5,5,0,100,0,0,0,0,1,2,0,0
0,IM Global,UK,Steven Knight,Drama,1361423,Locke,R,41747,85,7.1,Tom Hardy,104599,Steven Knight,2013,6025,Locke,6,6,2,50,2,0,0,50,1,0,0,0
170000000,Marvel Entertainment,USA,Anthony Russo,Action,259766572,Captain America: The Winter Soldier,PG-13,41733,136,7.8,Chris Evans,559974,Christopher Markus,2014,6186,Captain America: The Winter Soldier,9,9,1,77.77777778,0,11.11111111,1,11.11111111,1,2,7.000000001,8.000000001
25000000,Fox Searchlight Pictures,USA,Wes Anderson,Adventure,59100318,The Grand Budapest Hotel,R,41726,99,8.1,Ralph Fiennes,550331,Stefan Zweig,2014,6167,The Grand Budapest Hotel,20,20,4,30,2,30,0,40,0,1,1,2.333333333
50000000,Walt Disney Pictures,USA,James Bobin,Adventure,51183113,Muppets Most Wanted,PG,41719,107,6.4,Ricky Gervais,26380,James Bobin,2014,6365,Muppets Most Wanted,17,17,0,64.70588235,0,11.76470588,0,23.52941176,1,2,5.500000001,7.500000001
2000000,Pure Flix Productions,USA,Harold Cronk,Drama,60755732,God's Not Dead,PG,41719,100,4.8,Shane Harper,34760,Hunter Dennis,2014,6312,God's Not Dead,6,6,0,33.33333333,0,33.33333333,0,33.33333333,0,0,1,2
85000000,Summit Entertainment,USA,Neil Burger,Adventure,150947895,Divergent,PG-13,41719,139,6.7,Shailene Woodley,370154,Evan Daugherty,2014,6172,Divergent,6,6,0,33.33333333,0,16.66666667,0,50,1,1,1.999999999,4.999999999
145000000,Bullwinkle Studios,USA,Rob Minkoff,Animation,111506430,Mr. Peabody & Sherman,PG,41705,92,6.8,Ty Burrell,52421,Jay Ward,2014,6314,Mr. Peabody & Sherman,16,16,2,31.25,1,18.75,0,50,1,1,1.666666667,4.333333333
110000000,Warner Bros.,USA,Noam Murro,Action,106580051,300: Rise of an Empire,R,41705,102,6.2,Sullivan Stapleton,242932,Zack Snyder,2014,6204,300: Rise of an Empire,12,12,16,25,0,0,0,75,1,1,0,0
0,Quat'sous Films,France,Abdellatif Kechiche,Drama,2199675,Blue Is the Warmest Color,NC-17,41684,180,7.8,Léa Seydoux,107119,Abdellatif Kechiche,2013,5951,Blue Is the Warmest Color,5,5,0,40,0,20,0,40,1,0,2,4
